Timestamp,Inside_Temperature,Outside_Temperature,Set_Point_Temperature,Heat_Flow,Heating_Cooling_Time
2220,20.70595680806101,17.55518322858812,18.132295919188003,-5.845120172080103,0
2280,20.67549274807011,15.261413312903446,17.97900597754472,-5.920909211340122,0
2340,20.83181688727758,16.612093880432298,18.004576564281308,-5.51272136453774,0
2400,20.788058967165426,16.845570731659965,17.921283541736386,-4.8168689476554345,0
2460,20.61490401020262,16.359587230196098,18.11666286666291,-4.1189426113461405,0
2520,20.66771910497712,16.586540133902467,18.006657793331325,-5.145966759925916,0
2580,20.613328819903955,18.087771569583218,17.89853982741733,-5.398219250307746,0
2640,20.62138979389137,17.344006213065637,18.0458882263618,-4.294962431907386,0
2700,20.25263839340382,17.976143576725878,18.097401211090613,-5.466482447184518,0
2760,20.182539973588387,17.027550586967497,18.10232145120802,-4.270624899334488,0
2820,20.03986854225542,16.301354001351957,18.036213027946573,-4.149655339042879,0
2880,20.079054050561144,17.018003263001333,18.003421726416185,-5.174246344608687,0
2940,19.880403470998743,18.249043271174852,18.102904584213153,-4.182451214856326,0
3000,19.395734147940928,16.07512491714266,18.30769954654941,-4.61776304633654,0
3060,19.408589620769487,17.667571456369128,18.144288333043693,-5.9031863243340865,0
3120,19.358279591102313,17.519923121931086,17.997613641762303,-5.018900637079906,0
3180,19.487245391086326,16.717367354152778,17.92531707148349,-5.6200901411148365,0
3240,19.41729511424001,18.193560465307442,17.883438387663812,-4.684270135826511,0
3300,19.47560680531337,17.657960662732773,17.857078012667564,-4.025639026140733,0
3360,19.17061038382359,18.226801240719574,17.897061006736486,-5.665574533182221,0
3420,18.83961672424482,14.838989736025642,17.65056984419752,-5.309829043948408,0
3480,18.744647467957947,15.889847846563654,17.67542621524486,-4.847980925487475,0
3540,19.007999351068715,16.66539732815083,17.631450938223963,-4.727346070869059,0
3600,19.025545535013176,19.04387384550226,17.556595221336302,-4.368058662879946,0
3660,18.860450533685746,18.583541913854052,17.689920411254267,-5.564844897832916,0
3720,18.657411043564327,17.575619531994146,17.736996244886743,-5.864319458768657,0
3780,19.043258370435748,19.3118827457481,17.7873309565838,-4.222030028011872,0
3840,18.830504636684605,16.677656351304975,17.846673036575357,-5.523325135990744,0
3900,18.66266433174703,16.340509386431627,17.92218146552605,-4.6337573551037785,0
3960,18.219600536737026,16.576726332703256,17.837347349826594,-5.8570375767770635,60
4020,18.283806801942536,17.95974669448004,17.834362884194224,0.0,120
4080,18.1694158891104,18.040888220969745,17.840189425682485,0.0,180
4140,17.856197170471443,18.170280785804653,17.900070672713067,0.0,240
4200,18.234223200018562,19.484834255558727,17.750106832093735,0.0,300
4260,18.271768513572063,17.44502088048228,17.759719006655843,0.0,0
4320,18.223473782282003,18.054136445130492,17.83170035298487,0.0,60
4380,18.440118215204443,18.511746497738695,17.803377602162914,0.0,0
4440,18.34591926053969,18.747809019588743,17.816761457495364,-0.9158135443315941,0
4500,18.224436599907904,17.86541468365184,17.63133772397894,-2.251089364680268,0
4560,18.341073758533895,18.59064593696541,17.494358501699896,-3.1521063980060817,0
4620,17.76686746061564,18.943471132397082,17.642907919167374,-3.327507036762917,60
4680,18.06293997710484,17.610766356007936,17.725872750955197,0.0,120
4740,17.986090846883542,16.808294667675643,17.69219841091562,0.0,180
4800,17.978383169052922,19.29655056934441,17.518748880360878,0.0,240
4860,17.88799078022156,20.08527655770908,17.50229295197105,0.0,300
4920,17.947309136651302,17.959464676807567,17.551341008072427,0.0,360
4980,17.912416041431044,18.005912098363577,17.58120581696591,0.0,420
5040,17.919419016742115,16.721080136781715,17.477199378794204,0.0,480
5100,18.26552117849202,19.16238669940672,17.52707661432994,0.0,0
5160,18.418637304239486,17.822331438980225,17.39253534361681,-1.1973104489044404,0
5220,18.388215057731426,18.444060700997685,17.332093624157903,-2.534792976705144,0
5280,18.44990384464495,19.826662764829255,17.075082187762586,-3.1215854788569204,0
5340,18.694611820535318,17.291947640753975,17.039057283266065,-3.525627738695927,0
5400,18.76635539654956,19.475155097580654,16.9360611142384,-3.981232263851549,0
5460,18.391698644629926,18.704281564795124,16.958306698458657,-4.676675024204103,0
5520,18.63330942853865,17.264444698131463,16.690244992283663,-5.529776111432822,0
5580,18.083135848988253,19.532739160810983,16.816595681288362,-5.141139369973073,0
5640,17.572044015036482,19.41946093331449,16.660302175827784,-4.881484447849944,0
5700,17.414381792356583,20.369613629223476,16.704283923057485,-5.956102834547257,0
5760,17.011493139707643,19.035162332293673,16.580154006795585,-4.1115947179307835,60
5820,16.670482090854552,17.15924115243218,16.620413531087223,0.0,120
5880,16.95123418522867,20.08979976897919,16.725055666487616,0.0,180
5940,17.364153127713347,19.064607977457122,16.717866244454243,0.0,0
6000,17.105914769895218,18.48515034810213,16.68968653021809,-0.8476876004289956,60
6060,17.37526947408537,19.56789707651085,16.656676438080932,0.0,0
6120,17.263634299937536,18.826989590626408,16.693795151681194,-1.006081456634673,0
6180,17.932232696946787,19.572868405628704,16.689681537744455,-1.6458275112445053,0
6240,17.646348256319467,19.072370992000575,16.528828722440593,-2.3638212996751347,0
6300,17.746253041662808,18.350310061797508,16.286346232721773,-3.1972705080930592,0
6360,17.633168128173736,19.809172997795006,16.16266938410883,-4.536626182541824,0
6420,17.547325982238835,21.085931967730893,16.04975093795129,-5.097923705972138,0
6480,17.0416685473195,17.172800773689655,15.916906291670033,-5.141929584766652,0
6540,16.87898098828457,17.906939176640954,16.007200941862738,-4.0652822237049655,0
6600,16.91457290992204,18.826770573917976,16.057562819688215,-5.884216572970969,0
6660,16.735483521886486,19.68603060274254,16.09042667576755,-4.9466217889460875,0
6720,16.854550302586766,18.601011208946417,16.304348367852498,0.0,0
6780,16.769566508900564,20.34567186409167,16.322354466443475,-0.905944415889707,60
6840,16.81162164998513,19.558653297572047,16.18944076303176,-1.9258971878978974,0
6900,16.663284020911938,20.383696062345045,16.347253152024425,0.0,60
6960,16.75048789455888,20.303144219083908,16.522931316795013,0.0,120
7020,17.155169855659977,21.146059313364795,16.42666855828942,0.0,0
7080,17.404535384965055,21.078794092596084,16.250509587322636,-1.0585688909085091,0
7140,17.619037528081098,19.434875704043566,16.22399883687791,-2.1065894620053536,0
7200,17.43538504631764,20.556811555239584,16.30124123536994,-3.520679347463059,0
7260,17.224807043087857,19.600089377203503,16.337849810945833,-3.9322162514332324,0
7320,17.692130777737095,19.09350079754734,16.380629157163145,-4.189545347703692,0
7380,17.683962585217543,18.95881790568533,16.34561745165591,-5.862866863708662,0
7440,17.427944100221282,20.26590031235834,16.30556457433797,-4.330011293282025,0
7500,17.509501826553624,19.870941904097844,16.196749102342267,-5.221901596262368,0
7560,17.40652385479627,19.5815471091064,16.10882780196585,-5.440103786910041,0
7620,17.247237518560997,19.314873880227655,16.185845664015304,-5.243945486745158,0
7680,16.914865313179767,20.190589590018792,16.25585067984336,-4.508186451783517,0
7740,16.76582184581667,20.176110309300327,16.27758054836266,-4.564599285747024,60
7800,16.694411881629534,20.715749670533082,16.10633258484568,-5.976307828740253,0
7860,16.856376655898046,21.321745567500273,16.04202496613439,-4.581844159814077,0
7920,16.794867646670276,21.085312505424277,16.112117229360372,-4.244539125193102,0
7980,16.66623406834831,20.605232535819148,16.16351055861207,-4.3963407704954856,0
8040,16.39801900329246,22.127416759365673,16.156676105265923,-4.653480709018744,60
8100,16.310131215738632,21.472574274720106,16.25857963991167,0.0,120
8160,16.145961400991993,20.389752521831287,16.301055115191485,0.0,180
8220,16.28556022380422,22.645164146047215,15.926359807145602,0.0,240
8280,16.024353140490938,21.77728299790798,15.784582318709738,-0.9411586279694448,300
8340,15.858633450062536,21.20710446407177,15.705546341265103,0.0,360
8400,16.172529868010077,19.207138557693117,15.548428000062906,0.0,0
8460,16.13766502251475,20.0917553110845,15.646759875430584,-1.1948142153579573,60
8520,15.90347123793409,20.284013216053424,15.748944781292046,0.0,120
8580,16.03513415893784,22.44558199579399,15.588092670024732,0.0,180
8640,16.33124776230672,21.112890607952334,15.505786806525458,-1.1768667540929298,0
8700,16.314618818487702,21.59252347548975,15.484821554608052,-2.332708937368348,0
8760,16.256338268360167,20.747299937362783,15.590215207063077,-2.7643260430412906,0
8820,16.085965183005744,20.64379079976685,15.624084104595513,-4.3281988145326356,60
8880,15.568392591299688,20.326019165281306,15.670022116031468,0.0,120
8940,15.605319342577,21.636012195995647,15.566535778355783,0.0,180
9000,16.00326691882817,22.317112090714605,15.608861043805609,0.0,240
9060,15.962318859385096,22.533628573511347,15.670844700372415,0.0,300
9120,16.228376040431172,20.068348996211483,15.773759975247286,0.0,360
9180,16.051369586046174,21.539155320101596,15.797484257183187,0.0,420
9240,16.39875969464459,20.719284546249646,15.805473516633983,0.0,0
9300,16.206462801252847,23.378701174642472,15.845591541499081,-1.0619751157245654,60
9360,16.28948603106081,20.43231350425544,15.899788305922522,0.0,120
9420,16.26181829526773,22.38581974986614,15.882413419926758,0.0,180
9480,16.29021335927162,22.07504376925074,15.86311966872598,0.0,240
9540,16.44908798852926,21.03617057321525,15.938620369205719,0.0,0
9600,16.249861874652282,22.009897411804427,15.788996079069708,-0.8674788210247059,60
9660,16.242413249879213,22.232584516796425,15.638450548653148,-1.6283942938262723,0
9720,16.17585561973485,21.374323854259053,15.550532639784493,-2.2676514907071885,0
9780,15.83383260866268,20.806145981017032,15.554572536882747,-2.968136976818603,60
9840,15.793682946208229,22.54840124610534,15.491556703231455,0.0,120
9900,15.871703414481624,21.8711150117986,15.591705499878799,0.0,180
9960,15.754700380805495,20.068735001897103,15.560230516627282,0.0,240
10020,15.902191113041294,22.59663451078474,15.552080473942054,0.0,300
10080,16.321845652276995,23.073207829363614,15.745146650254988,0.0,0
10140,16.42760365419607,21.29221025245088,15.622608955717276,-1.1090065708972174,0
10200,16.382139909168057,21.065970809369905,15.765775882390413,-2.214925649974245,0
10260,16.9499820593288,22.727024433686157,15.816570398795934,-3.11706258548996,0
10320,17.015655840840697,22.451664410622673,16.066303781234776,-4.228737305138228,0
10380,16.92127364589327,22.871923150173078,15.962711335504453,-4.470694495508743,0
10440,16.600621416222236,22.40643940017364,16.000548742072393,-5.374999552652109,0
10500,16.49543087729719,22.323907646979663,15.875902849662056,-5.122339588425348,0
10560,16.12207020548306,21.21495162965135,15.928555643418106,-4.306179032443999,60
10620,16.21831128588479,23.05413851437759,15.984327829587906,0.0,120
10680,16.323039643323764,21.77492308623307,16.006493203137918,0.0,180
10740,16.335967416496356,22.688768230629393,15.940154184127511,0.0,240
10800,16.42463679625745,20.60200097791609,15.998620760585965,0.0,300
10860,16.393542886998404,22.969367594545744,16.08134053088531,0.0,360
10920,16.05239343865641,22.869778683937152,16.14759076998276,0.0,420
10980,16.145324602738125,23.511957293746903,16.29560372002986,0.0,480
11040,16.107152133663977,22.440481574756408,16.315794619544658,0.0,540
11100,16.305499748065877,22.82577088422482,16.213024648368563,0.0,600
11160,16.579858972039343,21.75586043390753,16.29780326241001,0.0,660
11220,16.775232026500795,23.752519671484144,16.201769719050922,0.0,0
11280,16.84198498595346,22.47758333913109,16.256433234894043,-0.8369698093969746,0
11340,16.830167827549676,23.591745585987724,16.240700518322996,-1.7167185413431771,0
11400,16.8341373436882,24.140669640974764,16.301686008051618,-2.3267446595140737,0
11460,17.059025108930847,21.76379037192391,16.230900738703905,-3.2212373085248625,0
11520,17.0227053043827,22.58124790085331,16.24585003766505,-4.351356598638671,0
11580,16.667606520529443,23.581214299693322,16.332335026766643,-5.639151280808994,60
11640,16.674103173563733,22.101547770269978,16.480100948057597,0.0,120
11700,16.740920501544196,24.57104950495205,16.361380701832577,0.0,180
11760,16.975520845052245,24.16872162872114,16.337163155463912,0.0,0
11820,16.898917686440434,22.48243756132923,16.394132385928774,-0.8273391558121894,0
11880,16.93114748649945,22.672467720279904,16.37928883980389,-1.5388867464684612,0
11940,16.633413965137194,23.051004503255324,16.220230513749673,-2.7694631723692127,60
12000,16.777642910631233,22.82570763033631,16.314169366146146,0.0,120
12060,16.839333572964847,22.969877435777,16.23190544653132,-0.9831577104303535,0
12120,16.72406280661625,22.85042592289293,16.088959488620603,-1.6594883956143416,0
12180,16.45660884964489,22.11699712223057,16.03216045332606,-2.5487731504157862,60
12240,16.394322699112738,23.18924817921705,16.013030455998127,0.0,120
12300,16.40457552858525,22.868887129208744,16.115057617395063,0.0,180
12360,15.841442178731096,22.159597438735812,16.112679471121183,0.0,240
12420,15.829718281622611,22.825237572043605,16.07337528093008,0.0,300
12480,15.794805109973177,23.337477555953125,16.143378182144296,0.0,360
12540,15.638864116327149,24.17216094626755,16.156092231413414,0.0,0
12600,15.246034285694982,23.37396269779475,16.0495676379923,0.0,0
12660,15.157377364271541,23.840507462724506,15.995244180330898,1.1599458786816912,0
12720,15.564877251725148,22.66924455648439,16.099471541466432,1.917486117827607,0
12780,15.488268716936231,22.636816494105037,16.008965192042467,0.0,0
12840,15.415578927396059,23.937477627701455,16.130012026235917,1.107419176823818,0
12900,15.690280652917542,24.18956425524237,16.148947369625294,2.076984719638485,60
12960,15.95044006127917,24.38730301954225,16.04686478827352,0.0,120
13020,15.825691499001556,24.004643046190534,16.135985216283892,0.0,180
13080,15.921431728804993,24.594682516393792,16.179131729703826,0.0,240
13140,15.949037746613813,22.624977217763067,16.139398051228103,0.0,300
13200,15.957064891326873,23.98318416249705,16.11755860493377,0.0,360
13260,15.79876672908261,22.89523719301356,15.828373216526995,0.0,420
13320,15.796665601439809,23.480654028671246,15.646860522182672,0.0,480
13380,15.61221962991772,23.78850040211928,15.681273676613369,0.0,540
13440,15.589335281610992,22.787122782211437,15.631359889002292,0.0,600
13500,15.10432419450649,24.84172996720601,15.536776425609315,0.0,660
13560,15.25679633537219,23.078915115683095,15.707180200923801,0.968051612011751,720
13620,15.726459161471704,22.89234794615144,15.79764891304738,2.189556156214632,780
13680,15.648791984713549,22.078659393908698,15.690707999920189,0.0,840
13740,15.951309712285823,25.099748121319145,15.882025217688305,0.0,900
13800,15.9709634695428,22.462674450897573,16.06271453843886,0.0,960
13860,15.919998686440351,23.11940253221248,16.000073698507176,0.0,1020
13920,16.016449630878228,22.10717048357327,15.915589962820194,0.0,1080
13980,15.970232523179911,23.240587826805942,15.90251146359149,0.0,1140
14040,15.984396697639433,23.359985371547992,15.798559821116749,0.0,1200
14100,15.828847131663874,23.23982895731113,15.775682793474392,0.0,1260
14160,16.084068795192177,24.479162674356328,15.8600307371198,0.0,1320
14220,15.686581750936718,23.93927228552366,15.894464494878576,0.0,1380
14280,15.467463067524106,23.63832620158399,16.025279663372476,0.0,0
14340,15.34637251576687,23.486565158502824,16.25480037274569,0.9045401127735342,0
14400,15.221257235281874,26.47793168358891,16.29010172211169,1.7435711927714648,0
14460,14.994563486130467,23.941352619259213,16.31140452036798,2.8837311308830316,0
14520,14.795683355020675,22.094088595750108,16.17069042312584,3.991440281704508,0
14580,14.794030843629146,24.66910954180593,16.189225817594213,4.346932093368372,0
14640,14.712383408103985,23.262990497426056,16.149542996448133,4.626555967419566,0
14700,14.949175405353799,24.269260705571043,16.19121814257432,5.497168021293754,0
14760,14.831884516217668,24.702514161846725,16.023143246384855,4.925514304601604,0
14820,15.081018022832335,24.828431154499672,15.901684575530394,5.562581840156992,0
14880,15.239759913899471,24.376577975231754,15.909406953388483,4.059716193900095,0
14940,15.312234306100866,22.954467211325948,15.813444350410906,4.226177427186975,0
15000,15.203666270505705,23.28784237491377,15.632328671254315,0.0,60
15060,15.195798100100184,24.544397749917156,15.739225488512682,0.8303072599376914,0
15120,15.014699258714709,25.30379698948083,15.716394543045299,1.5578995654934193,0
15180,15.117009778013788,22.371287726635707,15.775588669250965,2.1248144500728876,0
15240,15.370131161507146,23.21362245590142,15.91310538576557,3.662927056321688,0
15300,15.274451911133806,23.013185141305733,15.902386008626177,5.495231171281986,0
15360,15.447372027778332,23.91041935091659,15.834203087194716,4.33564186947174,60
15420,15.41960793754004,23.880308957672472,15.942017481647444,0.0,0
15480,15.404521586695228,24.875418695629335,16.120826861335274,0.8300078234675305,0
15540,15.485864092929788,23.456697454313232,16.122081194220122,1.5861679649399607,0
15600,15.16254688208259,23.775112218580514,15.905473430204918,0.0,0
15660,15.538093402484137,24.932137593369717,15.898919620348588,0.9949177537430195,60
15720,15.814374821595422,24.552292660495542,15.866940140364116,0.0,120
15780,15.799082624388154,24.70123151954074,15.725352614777238,0.0,180
15840,15.928105755095123,24.116032340203184,15.663164072398668,0.0,240
15900,16.078118865352835,24.00019656699399,15.554448886925165,0.0,0
15960,15.721838899586473,23.620878487391966,15.701228510534735,0.0,60
16020,15.605348516880085,23.63830074219645,15.674196032740394,0.0,120
16080,15.68885337892242,24.680929261508396,15.808181483843912,0.0,180
16140,15.543277571198184,25.676272182780934,15.826163033520793,0.0,240
16200,15.05830145665063,23.41875662851202,15.806217303479793,0.0,0
16260,14.923434865939539,25.274397311190537,15.791974391575982,0.9102902642309053,0
16320,15.271082932014778,24.411709741446774,15.983514326543439,1.5499384718206948,0
16380,15.5773874097215,25.648715910299263,15.983148359188833,2.2498544561674843,60
16440,15.843175573687045,24.07440010261854,15.891437389692298,0.0,120
16500,15.707272397105868,24.662268980351932,15.709502110737498,0.0,180
16560,15.752536688306744,24.026846536565152,15.853049744884807,0.0,240
16620,16.092289792146808,26.482908314231786,15.886908331519836,0.0,300
16680,16.169955267926976,24.383583018156337,15.801187677198977,0.0,360
16740,16.21918408189165,24.4269163658749,15.633981368096663,-0.8997722994907602,0
16800,16.195369432072667,23.218569060171117,15.68575545042346,-1.6357578973371667,0
16860,16.075160368945863,26.345305746881397,15.6528358872949,-2.179836717920153,60
16920,16.43311788229036,25.75454825862359,15.715409208557963,0.0,0
16980,16.295852263994103,23.970987693541666,15.751710309325382,-1.0240986248874768,0
17040,16.275471445777605,26.411824621791254,15.795767535621753,-2.316627116068433,60
17100,16.054174708236307,25.796004201215432,15.983390922387525,0.0,120
17160,16.410760455315916,24.257202736649226,15.94816758275286,0.0,180
17220,16.26559851847817,25.722745852771702,16.011718043881203,0.0,240
17280,16.477181494570747,23.957603775956603,16.06294822970718,0.0,300
17340,16.377309676003986,24.139191085481958,16.088626760677045,0.0,360
17400,16.62636423719917,24.663106377402066,16.08807013395629,0.0,0
17460,16.162858541849374,23.940411448466154,16.078551469424262,-0.8257247369616533,60
17520,16.00576481635375,23.735045663304557,16.1431588401727,0.0,120
17580,15.813641571577975,24.383855784386604,16.024110904140304,0.0,180
17640,15.979043717034363,24.7958513198979,16.24167296341039,0.0,240
17700,16.170357344641776,25.82216789715909,16.23174155649981,0.0,300
17760,16.03450721807481,24.456130559598385,16.191478934637342,0.0,360
17820,15.78506372615736,25.37460947088634,16.084971033651048,0.0,420
17880,15.974703002985027,25.281847479825352,15.966550051743667,0.0,480
17940,15.999804612619458,26.338228417710727,16.092815526693087,0.0,540
18000,16.01840656060226,24.853166306496984,22.37546280212792,0.8179172330746322,0
18060,16.142074315688276,24.216631596059408,22.177242934661297,1.9816509330553167,0
18120,16.40896402625939,24.322780930975124,22.169571326052154,2.9382648320405904,0
18180,16.957689784427494,23.865816976135793,22.205506524139878,4.432484407855632,0
18240,17.340486898100846,24.971901207935545,22.16318433788948,4.106723029963671,0
18300,17.34134157722607,25.40378076602756,22.001776232005145,4.211257997122042,0
18360,17.370693042678887,25.358423366497536,22.09454618736198,5.119012998821985,0
18420,17.278127418106028,24.398546589277746,22.19095502044003,5.717458964654134,0
18480,17.22037905678655,24.948654426356082,22.192840772959414,5.522582258891225,0
18540,17.27458846596421,24.20921382184389,22.10881930950272,4.266079472693859,0
18600,17.44680907757214,24.161940447629252,22.021526958728646,4.549199832144665,0
18660,17.513476084995325,24.941385357169146,21.94693720684031,4.214049102902242,0
18720,17.519426393249795,25.85801859890174,22.113385167972513,4.837870630760933,0
18780,17.844839263070007,24.93954921852715,22.097965633787652,5.549243715817854,0
18840,17.686809718179983,25.164168010635343,22.148004287765,4.877443664977773,0
18900,17.691941234366016,23.177352055722416,22.010719493975376,5.59863648170098,0
18960,17.769426432502044,24.222625091593645,21.98178676313739,5.374734669297413,0
19020,17.757008697181316,24.028380373970805,21.842406630944897,5.537889087539254,0
19080,17.923960943432952,25.41373128850354,21.804867600952644,4.9120584477711695,0
19140,17.962284174174048,24.31604410185608,21.85220312465945,4.001958176391848,0
19200,17.825274886927282,24.599806909585478,21.946213665165548,4.435194110840198,0
19260,17.8460122696226,26.589145186241744,22.060330600731564,5.629572855743756,0
19320,18.017095623265288,24.75868663417752,22.042580517359813,5.030017407504982,0
19380,18.619297749777232,25.35042952496469,21.927718662310774,5.646366113641826,0
19440,18.61619916536743,26.99751823949756,21.944923822336698,5.507134545863882,0
19500,18.966381032559646,24.85540857413552,21.991603543959137,5.884627576118692,0
19560,18.903920672514072,25.484520326643597,21.843765112181732,5.431671436142253,0
19620,18.892343759158077,23.616651840110606,21.818666669105525,4.411161509883701,0
19680,19.157601975694618,26.351742220258036,21.937726310137926,4.479559972969865,0
19740,19.287450223751986,23.896457034725568,22.013835355269517,5.002225800564345,0
19800,19.630738693122407,25.153221001275032,21.785485074632874,5.872027694357007,0
19860,19.49502076430816,24.939089268619046,21.897648742463645,5.509163181371125,0
19920,19.107892108708224,24.99017856170118,22.04595845935417,4.513839453660745,0
19980,19.28761268459088,24.07857838475053,21.954656937528945,5.917981079484706,0
20040,19.303702695360105,24.94123822752305,21.853345143937563,4.961433155219821,0
20100,19.396487973222943,24.94412573139165,21.839730429892487,4.756015703208989,0
20160,19.523267412196336,25.33936700585676,21.985925668389356,4.711030846686835,0
20220,19.514437177502096,25.373212165462945,22.034288514298154,5.333048177971139,0
20280,19.535846172378694,26.165857042819344,22.007073708923983,4.867554981254357,0
20340,19.441161378719677,25.429285199793775,22.168557804127257,4.609882172207641,0
20400,19.46142995057869,24.862795972879837,22.237852469190113,4.9870380534007905,0
20460,19.943411428723007,26.367578520736522,22.331982711033827,5.052732526493958,0
20520,20.094131784939936,25.664428550945022,22.183115870036488,5.173386417285753,0
20580,20.212850790826955,26.37703029937165,22.00752313182524,4.206650633312976,0
20640,20.504959296406064,25.442549638497777,22.04425025877585,4.791506182727798,0
20700,20.881021141248045,23.103382296641875,22.000845680826618,5.4920506155346285,0
20760,21.377329892481637,25.550369941620737,21.984748155377797,5.16362319523345,0
20820,21.57820782844962,25.167056403258645,21.84815244229582,0.0,60
20880,21.513230860750507,23.074582114331804,21.786572735404874,0.0,120
20940,21.449631402765146,24.51112530540377,21.829790022917994,0.0,180
21000,21.479243772393673,26.647983477852865,21.860256576134546,0.0,240
21060,21.333627090356323,23.28829448326612,21.979338531428862,0.8676559874528535,0
21120,21.300516578975635,24.34685587814967,22.182582612203948,2.192863127009941,0
21180,21.065697121476045,24.76450261633573,22.13147609637768,2.861924700330011,0
21240,21.59207535748459,24.681364010039196,22.185387792694886,4.082411930040731,0
21300,21.864694849907398,27.03960240580566,22.28580293375772,4.3690437695563356,60
21360,21.825589380274508,25.79053769025738,22.35449472223105,0.0,0
21420,21.48869077306947,24.304828551397097,22.247783608407406,0.0,0
21480,21.636013435443395,24.790260796486198,22.308139629983067,0.8722938089338083,0
21540,21.369793110889916,25.221587061784962,22.124446921244374,0.0,0
21600,21.378022547632007,25.148674982796145,22.248087124141914,1.0182064303883918,0
21660,21.346889149878557,25.452100527417905,22.169219038380827,2.2219409774424217,0
21720,21.517379601080087,24.669264901082677,22.18575657235725,3.3964213512466825,0
21780,21.568832068494753,26.542556779335516,22.21278721519165,4.673239749841269,0
21840,21.78507474621773,24.07479516350952,22.14875720359671,5.403995747558793,60
21900,21.861923771011813,24.367185297513327,22.265949723104345,0.0,120
21960,22.184292107476477,27.45929428081824,22.313549081769466,0.0,180
22020,22.184436472504515,24.640876901675423,22.348824706451207,0.0,240
22080,22.096654265416273,26.574675301675573,22.429687746794254,0.0,300
22140,21.961486773681223,25.091557389695925,22.34908059323846,0.0,360
22200,21.84867764437494,24.334975443835553,22.48930954120185,0.8100862783233003,0
22260,22.119015204966736,24.468576162474584,22.58743097323098,1.9544600978746176,60
22320,21.76575380891674,24.797344460179705,22.63079479376811,2.6763009620564477,0
22380,21.806730053862992,24.506393240748928,22.57061956000214,3.429032811560636,0
22440,21.9270902798096,25.280794499832968,22.60183019323011,4.61591259174483,0
22500,22.324934713509016,26.438602433851038,22.506801170016182,5.909553929118743,60
22560,22.21120112760509,25.66121308543635,22.713841515724138,0.0,0
22620,22.38385859165972,25.192060012684284,22.827104604942853,1.1504470858547045,60
22680,22.16923114022708,24.158740133677657,22.786491501958068,0.0,0
22740,22.29005049340413,25.66178867961969,22.706369925116192,0.8138319564766017,60
22800,22.346245249918912,24.98677688861647,22.747886684188366,0.0,120
22860,22.323022824902086,25.828975785031023,22.854536136842068,0.9553766944740969,0
22920,22.2216846197306,26.369537707312684,22.72353954964164,0.0,0
22980,22.163513184280443,25.64700932507949,22.65446683916661,0.0,60
